,x,hit
0,8.315916170777747,False
1,2.5485510816711243,False
2,21.6763903515568,False
3,18.105444711741967,True
4,38.3787292741719,True
5,57.792759064300284,True
6,28.80174551269881,True
7,44.38405034305756,True
8,20.834399500677986,True
9,14.893168756404593,False
10,68.62937073512406,True
11,58.98060242769046,True
12,16.437127640497064,False
13,37.579943546831984,True
14,33.68837866336405,False
15,37.318201597801654,True
16,24.559436825100214,True
17,38.17001098091683,True
18,9.647811425720743,False
19,30.212507628900006,True
20,50.72081363726075,True
21,21.25450616911455,True
22,37.266191369476374,True
23,44.28662926008887,True
24,39.34680446938004,True
25,60.67714792655981,True
26,50.270175190720664,False
27,21.158772617855437,False
28,66.62749915216261,True
29,27.513933190240067,True
30,25.183229737649,False
31,15.94082325463205,False
32,6.53362152719296,False
33,21.44779402247476,False
34,28.281039960137655,True
35,22.115312416663446,False
36,32.77842474970167,True
37,16.094775064744432,False
38,43.20852333258269,True
39,12.119776983477326,False
40,24.697416466468674,True
41,33.874216928191856,True
42,51.63742441226616,True
43,10.6931217596462,False
44,18.667626146820204,True
45,31.284464969748385,True
46,47.16924742276728,True
47,8.414006609362799,False
48,22.95056276839989,True
49,28.989819144700707,True
50,20.156880011137886,True
51,114.82597724393132,True
52,29.659417998228967,False
53,22.79248504437437,True
54,24.2799585904729,True
55,60.18013461904778,True
56,43.737867133859176,True
57,18.447361905668917,False
58,13.755504468227537,False
59,25.94624449106245,False
60,18.753229327422545,False
61,24.58058900224165,False
62,31.10571791830776,True
63,47.98063427613183,True
64,22.628261148788646,False
65,13.037529718625745,False
66,25.824423835381637,True
67,40.157556138310866,True
68,27.10215725358559,False
69,14.478429661689688,False
70,55.51461973757967,True
71,46.21810224019115,True
72,31.08974580767294,True
73,32.63406485838269,True
74,6.850001325459134,True
75,45.11328093538731,True
76,34.22938330267441,True
77,43.23511784234162,True
78,22.012458798519074,True
79,15.370924275843558,True
80,28.145146957299588,True
81,31.87628276005413,True
82,33.63704253115044,True
83,18.905013384713456,False
84,28.698221216875595,True
85,8.91408909933168,False
86,21.208715301514466,True
87,28.594373627235676,True
88,25.9496715277959,True
89,54.07142464486569,True
90,3.598898604755796,False
91,27.41536122775758,False
92,19.605094024340048,True
93,55.22969786202174,True
94,40.251042479894615,True
95,44.48524572810087,True
96,17.150322365302046,True
97,19.64903803041921,False
98,28.22214609198623,True
99,32.615787452370796,True
100,14.826087921223955,False
101,7.086528367744203,False
102,27.76591869009629,True
103,31.29578297143712,True
104,41.6573664127651,True
105,48.55870055756447,True
106,16.941710836094312,False
107,36.653974429015406,False
108,6.952575613824208,False
109,13.271967451747395,False
110,50.36469202833825,True
111,48.56482807043848,True
112,26.592911361613506,False
113,30.03230976510344,False
114,14.268755905246646,True
115,42.577626034606475,True
116,19.17315138452561,True
117,50.58186511325186,True
118,25.84646475524599,True
119,72.81308790571391,True
120,27.79947153421994,False
121,21.99410892075987,True
122,47.6718808739081,False
123,42.672440093564354,True
124,60.30001889072793,True
125,13.255061290141299,False
126,31.406098144035425,False
127,37.784089157294936,True
128,39.75310334640724,True
129,5.473370190249814,False
130,28.12255880252858,True
131,47.783612457167806,True
132,24.172699805481663,True
133,8.600590740039575,False
134,48.1287090793031,True
135,30.417576156914173,True
136,52.47357843738692,True
137,11.56552591517626,False
138,12.783177270408855,False
139,25.009520580130182,False
140,22.922228961320993,False
141,32.415712216603495,True
142,43.59218169749112,True
143,37.1445720157319,True
144,24.413338850366717,True
145,42.61311958590441,True
146,70.48216696508227,True
147,16.535752312503988,True
148,11.103869573588518,False
149,3.104786049065007,False
150,8.033943155729729,False
151,13.050410863568471,False
152,37.30167053108153,True
153,27.492301850342468,True
154,28.798714351348064,False
155,35.117085224601524,True
156,23.20488600479729,True
157,40.211878337512346,True
158,14.566075526155116,False
159,24.72091400539724,True
160,18.923452161113726,True
161,31.809677406878166,False
162,43.74010488145315,True
163,30.80220611929095,False
164,22.289713223422496,False
165,24.409643785659142,True
166,5.560150520878931,True
167,8.193954856114695,False
168,20.600850497184666,False
169,20.19704642523323,False
170,91.60457172145317,True
171,21.959768876637344,True
172,10.624662048053466,False
173,22.93737352404792,False
174,18.10696890456811,True
175,5.992076357783677,False
176,23.411906748971255,False
177,71.48425260033314,True
178,11.214207262395476,False
179,14.994223069686614,False
180,7.465743670030141,False
181,30.02612691283118,True
182,36.92445035458705,True
183,13.202160779225993,False
184,20.884739718562496,True
185,42.15543133767124,True
186,16.251880120374626,False
187,11.963312859685068,False
188,29.70608400225725,True
189,36.99335218246887,True
190,9.915647952308873,True
191,36.68760049486875,True
